run_id,key,value,step,timestamp,approach
1ad87a69f3fb471d95421bc496f00015,_best_score,0.1047739773289173,1000,1687348276736,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.2789061910360012,2000,1687349558640,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.3896135683826472,3000,1687350893420,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.4860750864684533,4000,1687352219831,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.562765693892899,5000,1687353559216,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.6133780659137685,6000,1687354899690,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.6374373130699249,7000,1687356227811,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.6584495231142076,8000,1687357574126,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.6698532760448397,9000,1687358924007,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.6790640451328488,10000,1687360284314,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.6802423870080985,11000,1687361677363,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.6886024050539608,12000,1687363070598,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.6923304134127528,13000,1687364452071,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.6975670102452006,14000,1687365852588,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7008491706607355,15000,1687367249465,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.702887166640389,16000,1687368622999,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7032907699798115,17000,1687369983214,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7076697548744638,19000,1687372726095,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7121027304482174,20000,1687374097200,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7121237846049495,23000,1687378205637,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.71310893966815,24000,1687379579745,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7141325882031976,27000,1687383658567,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7152451276400958,28000,1687385011785,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.719176125872167,29000,1687386378396,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7199271420217122,33000,1687391795874,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7204328616192381,35000,1687394551503,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7225246305626322,36000,1687395951065,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.722848987068916,38000,1687398715899,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7265410303035059,41000,1687402836851,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7282745898131269,45000,1687408293482,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7291178224058446,46000,1687409646067,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7291376388581868,49000,1687413705981,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.729953546989919,53000,1687419210797,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7306053604612189,54000,1687420587492,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7331557890510286,55000,1687421968393,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7334023563615536,70000,1687442922757,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7334559902425672,80000,1687457020192,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7334984095559333,82000,1687459766368,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7341924393863652,86000,1687465350168,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7345840260825482,90000,1687470978825,baseline
1ad87a69f3fb471d95421bc496f00015,_best_score,0.7347983607104875,91000,1687472385918,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.0874559001740504,1000,1687507198003,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.2850572888257469,2000,1687508482037,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.3950623390545738,3000,1687509768730,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.4795911522289706,4000,1687511102360,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.5659193829436137,5000,1687512419162,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.6036339161694521,6000,1687513738734,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.6317630118325426,7000,1687514994917,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.6459435331771477,8000,1687516281362,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.6629512155049774,9000,1687517540941,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.6773423933081547,10000,1687518800070,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.6839056235642995,11000,1687520052459,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.6864266211643136,12000,1687521343006,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.6923514564535795,13000,1687522651388,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.6985326453785475,14000,1687523928643,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7012429267976158,15000,1687525187844,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.701847971182111,17000,1687527798772,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7052656728038205,18000,1687529117223,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7076954819170727,19000,1687530440417,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7114765407519569,20000,1687531732847,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7116634147650422,22000,1687534213336,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7144622872320846,23000,1687535455676,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7160828948480191,24000,1687536693949,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7177424014377477,26000,1687539184425,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7191049144769374,28000,1687541648103,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7195688240209389,31000,1687545357965,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.720374707459472,32000,1687546605093,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7234679768839076,33000,1687547844247,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7258603982556756,35000,1687550318725,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7274615767347395,36000,1687551604236,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7274921758199345,41000,1687557884583,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.729823362440941,42000,1687559143650,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7301385572488162,45000,1687562930977,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7309500530977445,49000,1687568143572,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7325727881663764,50000,1687569479161,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7335655538993177,53000,1687573533556,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7338887582911543,65000,1687589877520,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7340826015936641,69000,1687595206126,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7350688187996329,76000,1687604396111,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7355380107301014,79000,1687608344365,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7356611710908666,80000,1687609797331,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7359006249510678,82000,1687612611161,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7361242088596929,85000,1687616793106,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7366492270225818,86000,1687618173701,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.73730532476682,88000,1687620931331,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7377266611319332,91000,1687625066708,baseline
6c2492b3227d44b1bcb5eb1ab9bddf83,_best_score,0.7380744591497694,94000,1687629276113,baseline
95867027b97e46678353f34233ddae29,_best_score,0.0653692291568313,1000,1687348534992,baseline
95867027b97e46678353f34233ddae29,_best_score,0.2900665043936784,2000,1687349793289,baseline
95867027b97e46678353f34233ddae29,_best_score,0.398469235744889,3000,1687351145450,baseline
95867027b97e46678353f34233ddae29,_best_score,0.5154194922542418,4000,1687352476048,baseline
95867027b97e46678353f34233ddae29,_best_score,0.579853615387645,5000,1687353781763,baseline
95867027b97e46678353f34233ddae29,_best_score,0.6149898762891715,6000,1687355136313,baseline
95867027b97e46678353f34233ddae29,_best_score,0.6379626840816185,7000,1687356491229,baseline
95867027b97e46678353f34233ddae29,_best_score,0.652426179571599,8000,1687357836406,baseline
95867027b97e46678353f34233ddae29,_best_score,0.6645440716363235,9000,1687359156744,baseline
95867027b97e46678353f34233ddae29,_best_score,0.6732528660272276,10000,1687360481459,baseline
95867027b97e46678353f34233ddae29,_best_score,0.6832131809857457,11000,1687361857173,baseline
95867027b97e46678353f34233ddae29,_best_score,0.6879596776125995,12000,1687363218097,baseline
95867027b97e46678353f34233ddae29,_best_score,0.6940133742339163,13000,1687364568934,baseline
95867027b97e46678353f34233ddae29,_best_score,0.6965965266629883,14000,1687365957918,baseline
95867027b97e46678353f34233ddae29,_best_score,0.699051898956698,16000,1687368673635,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7033120202966918,17000,1687370011490,baseline
95867027b97e46678353f34233ddae29,_best_score,0.705381044018249,19000,1687372726090,baseline
95867027b97e46678353f34233ddae29,_best_score,0.707607514301115,20000,1687374097198,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7078015661800007,21000,1687375470115,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7094512010232428,22000,1687376832763,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7128197627059272,23000,1687378204767,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7139526279466173,24000,1687379578498,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7161493621877804,26000,1687382301230,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7172906453752409,28000,1687385011968,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7185578134627962,29000,1687386377028,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7199569349193143,30000,1687387731481,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7227007677834048,31000,1687389094014,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7251027844116266,36000,1687395949295,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7268073371928238,38000,1687398714571,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7287850777179857,43000,1687405569564,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7295764598689564,49000,1687413703562,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7298168266199514,52000,1687417823723,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7308290588422425,54000,1687420585454,baseline
95867027b97e46678353f34233ddae29,_best_score,0.732991674790322,58000,1687426145258,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7344488464334552,60000,1687428960521,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7344598462935433,72000,1687445695055,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7353830278229959,76000,1687451416741,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7355046475295136,78000,1687454231565,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7359662284461344,91000,1687472384961,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7366726105354258,92000,1687473781731,baseline
95867027b97e46678353f34233ddae29,_best_score,0.7370565527813794,96000,1687479348635,baseline
140c4db19dc749199ffa2f1be34c12ac,_best_score,0.1170376574300043,1000,1687349262777,baseline
140c4db19dc749199ffa2f1be34c12ac,_best_score,0.2826865047080394,2000,1687350577793,baseline
140c4db19dc749199ffa2f1be34c12ac,_best_score,0.399727422849275,3000,1687351931509,baseline
140c4db19dc749199ffa2f1be34c12ac,_best_score,0.5068357126267629,4000,1687353249486,baseline
140c4db19dc749199ffa2f1be34c12ac,_best_score,0.5716297747787312,5000,1687354583518,baseline
